activation,dominance,valence,gender,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
3.5,3.5,3,F,5.167,2.083,4,6,2.417
4,3,2.5,M,4.667,4.75,4.333,4.25,5.667
3.5,4,2.5,F,5.167,2.083,4,6,2.417
3,2,3,M,4.667,4.75,4.333,4.25,5.667
3.5,3.5,2,F,5.167,2.083,4,6,2.417
3,3.5,3,M,4.667,4.75,4.333,4.25,5.667
4.5,3.5,1.5,F,5.167,2.083,4,6,2.417
3.5,3,2.5,M,4.667,4.75,4.333,4.25,5.667
3.5,3,2.5,F,5.167,2.083,4,6,2.417
4,4,3,M,4.667,4.75,4.333,4.25,5.667
3.5,3,2.5,F,5.167,2.083,4,6,2.417
2.5,2.5,2,M,4.667,4.75,4.333,4.25,5.667
3,3,2.5,F,5.167,2.083,4,6,2.417
3.5,3,2,M,4.667,4.75,4.333,4.25,5.667
3,3.5,2.5,F,5.167,2.083,4,6,2.417
3.5,3,3,M,4.667,4.75,4.333,4.25,5.667
4.5,4.5,1.5,F,5.167,2.083,4,6,2.417
3.5,4,2,M,4.667,4.75,4.333,4.25,5.667
3.5,3.5,2,F,5.167,2.083,4,6,2.417
3.5,3,2,M,4.667,4.75,4.333,4.25,5.667
4,4.5,2,F,5.167,2.083,4,6,2.417
3.5,3,3,M,4.667,4.75,4.333,4.25,5.667
4,3.5,2.5,M,4.667,4.75,4.333,4.25,5.667
4,3.5,2.5,M,4.667,4.75,4.333,4.25,5.667
2,3.5,2.5,F,5.167,2.083,4,6,2.417
2,3.5,2.5,F,5.167,2.083,4,6,2.417
2,3.5,3,F,5.167,2.083,4,6,2.417
3.5,2.5,4,M,4.667,4.75,4.333,4.25,5.667
2.5,3.5,4,F,5.167,2.083,4,6,2.417
4,3.5,3.5,M,4.667,4.75,4.333,4.25,5.667
2.5,3.5,2,F,5.167,2.083,4,6,2.417
4,3,3.5,M,4.667,4.75,4.333,4.25,5.667
2.5,2.5,2,F,5.167,2.083,4,6,2.417
3.5,3,3.5,M,4.667,4.75,4.333,4.25,5.667
3,2.5,2,F,5.167,2.083,4,6,2.417
3.5,3,3.5,M,4.667,4.75,4.333,4.25,5.667
2.5,3.5,2,F,5.167,2.083,4,6,2.417
3,3,3,M,4.667,4.75,4.333,4.25,5.667
3,2.5,2,F,5.167,2.083,4,6,2.417
3.5,3,3,M,4.667,4.75,4.333,4.25,5.667
1.5,2.5,2,F,5.167,2.083,4,6,2.417
3.5,3.5,2,M,4.667,4.75,4.333,4.25,5.667
3.5,3.5,2,F,5.167,2.083,4,6,2.417
4.5,4.5,2,M,4.667,4.75,4.333,4.25,5.667
3.5,4,1.5,F,5.167,2.083,4,6,2.417
4.5,4.5,2,M,4.667,4.75,4.333,4.25,5.667
4.5,5,1.5,M,4.667,4.75,4.333,4.25,5.667
4,5,1.5,M,4.667,4.75,4.333,4.25,5.667
4.5,5,2,M,4.667,4.75,4.333,4.25,5.667
4,4,1.5,F,5.167,2.083,4,6,2.417
3,3,3,M,4.667,4.75,4.333,4.25,5.667
3.5,4,2,F,5.167,2.083,4,6,2.417
2.5,3,3,M,4.667,4.75,4.333,4.25,5.667
2.5,3,2,F,5.167,2.083,4,6,2.417
2.5,2.5,2.5,M,4.667,4.75,4.333,4.25,5.667
3,3,1.5,F,5.167,2.083,4,6,2.417
2.5,3,2,M,4.667,4.75,4.333,4.25,5.667
2.5,2,2.5,F,5.167,2.083,4,6,2.417
2.5,2.5,1.5,M,4.667,4.75,4.333,4.25,5.667
2,3.5,2,F,5.167,2.083,4,6,2.417
3,2.5,3.5,M,4.667,4.75,4.333,4.25,5.667
2,3,2,F,5.167,2.083,4,6,2.417
2.5,3.5,2,F,5.167,2.083,4,6,2.417
2.5,3,4,M,4.667,4.75,4.333,4.25,5.667
2,3,4,F,5.167,2.083,4,6,2.417
3.5,3,4,M,4.667,4.75,4.333,4.25,5.667
2,3,4,F,5.167,2.083,4,6,2.417
3.5,3,4,M,4.667,4.75,4.333,4.25,5.667
3.5,3.5,4.5,F,5.167,2.083,4,6,2.417
3,3,4,M,4.667,4.75,4.333,4.25,5.667
3,3.5,4.5,F,5.167,2.083,4,6,2.417
3,2,4,M,4.667,4.75,4.333,4.25,5.667
2.5,3.5,4,F,5.167,2.083,4,6,2.417
3,2.5,4,M,4.667,4.75,4.333,4.25,5.667
3,2.5,4,F,5.167,2.083,4,6,2.417
2,2.5,3.5,M,4.667,4.75,4.333,4.25,5.667
3.5,3.5,3,M,5.333,4.833,4.25,5.333,5
2.5,2.5,4,F,4.917,4.167,4.75,3.167,5.25
3.5,3.5,4,M,5.333,4.833,4.25,5.333,5
3.5,3.5,3.5,F,4.917,4.167,4.75,3.167,5.25
3.5,3.5,3.5,M,5.333,4.833,4.25,5.333,5
3,2.5,3.5,F,4.917,4.167,4.75,3.167,5.25
3.5,3.5,2.5,M,5.333,4.833,4.25,5.333,5
3.5,3,4,F,4.917,4.167,4.75,3.167,5.25
3.5,3,3.5,M,5.333,4.833,4.25,5.333,5
3.5,3,4,F,4.917,4.167,4.75,3.167,5.25
4,3.5,3,M,5.333,4.833,4.25,5.333,5
3.5,3,4,F,4.917,4.167,4.75,3.167,5.25
4,3,3.5,M,5.333,4.833,4.25,5.333,5
3.5,3.5,3.5,F,4.917,4.167,4.75,3.167,5.25
3.5,3,4,M,5.333,4.833,4.25,5.333,5
3,3,4,F,4.917,4.167,4.75,3.167,5.25
4,4,4,M,5.333,4.833,4.25,5.333,5
3.5,3,3.5,F,4.917,4.167,4.75,3.167,5.25
3.5,3.5,2.5,M,5.333,4.833,4.25,5.333,5
3,3,2.5,F,4.917,4.167,4.75,3.167,5.25
3.5,3,2.5,F,4.917,4.167,4.75,3.167,5.25
3.5,3.5,4,M,5.333,4.833,4.25,5.333,5
3.5,3,3,F,4.917,4.167,4.75,3.167,5.25
4.5,4.5,3,M,5.333,4.833,4.25,5.333,5
3.5,3,2.5,F,4.917,4.167,4.75,3.167,5.25
3.5,3.5,4,M,5.333,4.833,4.25,5.333,5
2.5,2.5,3,F,4.917,4.167,4.75,3.167,5.25
4,4,4,M,5.333,4.833,4.25,5.333,5
3.5,3.5,3,F,4.917,4.167,4.75,3.167,5.25
3.5,3,3.5,M,5.333,4.833,4.25,5.333,5
3.5,2.5,3,F,4.917,4.167,4.75,3.167,5.25
3.5,3,3.5,F,4.917,4.167,4.75,3.167,5.25
3,3,3,M,5.333,4.833,4.25,5.333,5
2,2.5,3,F,4.917,4.167,4.75,3.167,5.25
3.5,3.5,3,M,5.333,4.833,4.25,5.333,5
3,3,2.5,F,4.917,4.167,4.75,3.167,5.25
3.5,3,3.5,M,5.333,4.833,4.25,5.333,5
3,3,3,F,4.917,4.167,4.75,3.167,5.25
3.5,3.5,3.5,M,5.333,4.833,4.25,5.333,5
2.5,2.5,2.5,F,4.917,4.167,4.75,3.167,5.25
4.5,3.5,3.5,M,5.333,4.833,4.25,5.333,5
2.5,3.5,4,F,4.917,4.167,4.75,3.167,5.25
4,4,3.5,M,5.333,4.833,4.25,5.333,5
4,4,4.5,M,5.333,4.833,4.25,5.333,5
3.5,4.5,4,M,5.333,4.833,4.25,5.333,5
2.5,3,4,F,4.917,4.167,4.75,3.167,5.25
4,4,4.5,M,5.333,4.833,4.25,5.333,5
3.5,3.5,4,F,4.917,4.167,4.75,3.167,5.25
4,3.5,4,M,5.333,4.833,4.25,5.333,5
3,3.5,4,F,4.917,4.167,4.75,3.167,5.25
3.5,3,3,M,5.333,4.833,4.25,5.333,5
3.5,3.5,4,F,4.917,4.167,4.75,3.167,5.25
3.5,4,2.5,M,5.333,4.833,4.25,5.333,5
4,4,4.5,F,4.917,4.167,4.75,3.167,5.25
3.5,3,4.5,M,5.333,4.833,4.25,5.333,5
3,3.5,4,F,4.917,4.167,4.75,3.167,5.25
3.5,4,2.5,M,5.333,4.833,4.25,5.333,5
3.5,3,4,F,4.917,4.167,4.75,3.167,5.25
3.5,3,4.5,M,5.333,4.833,4.25,5.333,5
3,2.5,3,F,4.917,4.167,4.75,3.167,5.25
3,3,3.5,M,5.333,4.833,4.25,5.333,5
3.5,3.5,4.5,F,4.917,4.167,4.75,3.167,5.25
4,4,4.5,M,5.333,4.833,4.25,5.333,5
4,3.5,4.5,F,4.917,4.167,4.75,3.167,5.25
4,3,4,M,5.333,4.833,4.25,5.333,5
3,3.5,4,F,4.917,4.167,4.75,3.167,5.25
4,3.5,2.5,M,5.333,4.833,4.25,5.333,5
2.5,2.5,3,F,4.917,4.167,4.75,3.167,5.25
3.5,4,2.5,M,4.167,2.083,3.333,6.25,2.417
3,3,2.5,F,4.5,2.333,4.25,5.083,3.833
3.5,3.5,2.5,M,4.167,2.083,3.333,6.25,2.417
3,3.5,2,F,4.5,2.333,4.25,5.083,3.833
3.5,4,2,M,4.167,2.083,3.333,6.25,2.417
3,3.5,2.5,F,4.5,2.333,4.25,5.083,3.833
3,3.5,2,M,4.167,2.083,3.333,6.25,2.417
3,3.5,2.5,F,4.5,2.333,4.25,5.083,3.833
3.5,3.5,2,M,4.167,2.083,3.333,6.25,2.417
2.5,3,2.5,F,4.5,2.333,4.25,5.083,3.833
3.5,3.5,2,M,4.167,2.083,3.333,6.25,2.417
4,3,2.5,F,4.5,2.333,4.25,5.083,3.833
3.5,4,1.5,M,4.167,2.083,3.333,6.25,2.417
3,4,4,F,4.5,2.333,4.25,5.083,3.833
4,4,1.5,M,4.167,2.083,3.333,6.25,2.417
3,4,2.5,F,4.5,2.333,4.25,5.083,3.833
3,4.5,1.5,M,4.167,2.083,3.333,6.25,2.417
2.5,3.5,2,F,4.5,2.333,4.25,5.083,3.833
3,3,2.5,M,4.167,2.083,3.333,6.25,2.417
2.5,2.5,3,F,4.5,2.333,4.25,5.083,3.833
3.5,3,3,M,4.167,2.083,3.333,6.25,2.417
3,3.5,2,F,4.5,2.333,4.25,5.083,3.833
2.5,3.5,3,M,4.167,2.083,3.333,6.25,2.417
3,3.5,2,F,4.5,2.333,4.25,5.083,3.833
3,4.5,2,M,4.167,2.083,3.333,6.25,2.417
2.5,3.5,2.5,F,4.5,2.333,4.25,5.083,3.833
4,4.5,2,M,4.167,2.083,3.333,6.25,2.417
2.5,3,2.5,F,4.5,2.333,4.25,5.083,3.833
3.5,4.5,2,M,4.167,2.083,3.333,6.25,2.417
3.5,3,3,M,4.167,2.083,3.333,6.25,2.417
2.5,3.5,2.5,F,4.5,2.333,4.25,5.083,3.833
3.5,3.5,2.5,M,4.167,2.083,3.333,6.25,2.417
3.5,3.5,2.5,F,4.5,2.333,4.25,5.083,3.833
3.5,3.5,3.5,M,4.167,2.083,3.333,6.25,2.417
2.5,3,2.5,F,4.5,2.333,4.25,5.083,3.833
3,3.5,4,M,4.167,2.083,3.333,6.25,2.417
2.5,3,1.5,F,4.5,2.333,4.25,5.083,3.833
3.5,4.5,2,M,4.167,2.083,3.333,6.25,2.417
3.5,4,1.5,F,4.5,2.333,4.25,5.083,3.833
3.5,4,2,M,4.167,2.083,3.333,6.25,2.417
3,3.5,3,F,4.5,2.333,4.25,5.083,3.833
3.5,4.5,2,M,4.167,2.083,3.333,6.25,2.417
3,3,3,F,4.5,2.333,4.25,5.083,3.833
3,5,1.5,M,4.167,2.083,3.333,6.25,2.417
4,4.5,1,F,4.5,2.333,4.25,5.083,3.833
3,3,2.5,M,4.167,2.083,3.333,6.25,2.417
3.5,4,1.5,M,4.167,2.083,3.333,6.25,2.417
3.5,3.5,4,F,4.5,2.333,4.25,5.083,3.833
3.5,4,2,M,4.167,2.083,3.333,6.25,2.417
2.5,3,2.5,F,4.5,2.333,4.25,5.083,3.833
4.5,4.5,2,M,4.167,2.083,3.333,6.25,2.417
3,4.5,2,F,4.5,2.333,4.25,5.083,3.833
3.5,3.5,2,M,4.167,2.083,3.333,6.25,2.417
4.5,4.5,2,M,4.167,2.083,3.333,6.25,2.417
4,4.5,2,F,4.5,2.333,4.25,5.083,3.833
4,4.5,1.5,M,4.167,2.083,3.333,6.25,2.417
3.5,4.5,2,F,4.5,2.333,4.25,5.083,3.833
5,4.5,2,M,4.167,2.083,3.333,6.25,2.417
2,3,2.5,F,4.5,2.333,4.25,5.083,3.833
3.5,4.5,1.5,M,4.167,2.083,3.333,6.25,2.417
4,3.5,1.5,F,4.5,2.333,4.25,5.083,3.833
3,4.5,2,M,4.167,2.083,3.333,6.25,2.417
3.5,4,1.5,F,4.5,2.333,4.25,5.083,3.833
3,3.5,2.5,M,4.167,2.083,3.333,6.25,2.417
3.5,3.5,2.5,F,4.5,2.333,4.25,5.083,3.833
3,3.5,3,M,4.167,2.083,3.333,6.25,2.417
2.5,3.5,4,F,4.5,2.333,4.25,5.083,3.833
3.5,4,2,M,4.167,2.083,3.333,6.25,2.417
2.5,4,2,F,4.5,2.333,4.25,5.083,3.833
2.5,3.5,2,M,4.167,2.083,3.333,6.25,2.417
3.5,4.5,1.5,F,4.5,2.333,4.25,5.083,3.833
4,4.5,1.5,M,4.167,2.083,3.333,6.25,2.417
3.5,4,2,F,4.5,2.333,4.25,5.083,3.833
4,4.5,1.5,M,4.167,2.083,3.333,6.25,2.417
2.5,4,2,F,4.5,2.333,4.25,5.083,3.833
3.5,4,2,M,4.167,2.083,3.333,6.25,2.417
4,4,1.5,F,4.5,2.333,4.25,5.083,3.833
4.5,4,1.5,M,4.167,2.083,3.333,6.25,2.417
3.5,4,2,F,4.5,2.333,4.25,5.083,3.833
4.5,5,1,F,4.5,2.333,4.25,5.083,3.833
4,4,2.5,M,4.167,2.083,3.333,6.25,2.417
4,5,1,F,4.5,2.333,4.25,5.083,3.833
4,4.5,2,M,4.167,2.083,3.333,6.25,2.417
4.5,5,1,F,4.5,2.333,4.25,5.083,3.833
4.5,5,1,M,4.167,2.083,3.333,6.25,2.417
4,5,1.5,F,4.5,2.333,4.25,5.083,3.833
2.5,2.5,3,F,4,2.667,4.75,3.167,3.75
3.5,3.5,4,M,5.667,2.25,3,5.917,3
2.5,3,3,F,4,2.667,4.75,3.167,3.75
3.5,3,2.5,M,5.667,2.25,3,5.917,3
3,3,3,F,4,2.667,4.75,3.167,3.75
3,2.5,2.5,M,5.667,2.25,3,5.917,3
2.5,3,3,F,4,2.667,4.75,3.167,3.75
3.5,3.5,2.5,M,5.667,2.25,3,5.917,3
3,3,3,F,4,2.667,4.75,3.167,3.75
3.5,4,2,M,5.667,2.25,3,5.917,3
2.5,3.5,2.5,F,4,2.667,4.75,3.167,3.75
4,4,2,M,5.667,2.25,3,5.917,3
3.5,4,2.5,F,4,2.667,4.75,3.167,3.75
2.5,3,2,M,5.667,2.25,3,5.917,3
3,3,2,M,5.667,2.25,3,5.917,3
4,4,2,M,5.667,2.25,3,5.917,3
3,3,2,F,4,2.667,4.75,3.167,3.75
4,4,3,M,5.667,2.25,3,5.917,3
3,3.5,2.5,F,4,2.667,4.75,3.167,3.75
3.5,4.5,1.5,M,5.667,2.25,3,5.917,3
3,2.5,2.5,F,4,2.667,4.75,3.167,3.75
2,2.5,3,F,4,2.667,4.75,3.167,3.75
3.5,4,2,M,5.667,2.25,3,5.917,3
3.5,3.5,2.5,F,4,2.667,4.75,3.167,3.75
3,3,2.5,F,4,2.667,4.75,3.167,3.75
3.5,3.5,2,M,5.667,2.25,3,5.917,3
3.5,3.5,1.5,F,4,2.667,4.75,3.167,3.75
4.5,4.5,3,M,5.667,2.25,3,5.917,3
2.5,3,1.5,F,4,2.667,4.75,3.167,3.75
3,3.5,2.5,F,4,2.667,4.75,3.167,3.75
4.5,4,2,M,5.667,2.25,3,5.917,3
2.5,3,2,F,4,2.667,4.75,3.167,3.75
4,3.5,2,M,5.667,2.25,3,5.917,3
3,3.5,2.5,F,4,2.667,4.75,3.167,3.75
3.5,3.5,2,F,4,2.667,4.75,3.167,3.75
3.5,4,2,M,5.667,2.25,3,5.917,3
3.5,3,2.5,F,4,2.667,4.75,3.167,3.75
3,3.5,1.5,M,5.667,2.25,3,5.917,3
3.5,4,1.5,F,4,2.667,4.75,3.167,3.75
4.5,4.5,1.5,M,5.667,2.25,3,5.917,3
4,4.5,1.5,F,4,2.667,4.75,3.167,3.75
4.5,4.5,2.5,M,5.667,2.25,3,5.917,3
3.5,4,1.5,M,5.667,2.25,3,5.917,3
3.5,4,2,F,4,2.667,4.75,3.167,3.75
4.5,4.5,1.5,M,5.667,2.25,3,5.917,3
3.5,4.5,2,F,4,2.667,4.75,3.167,3.75
3.5,4,1.5,M,5.667,2.25,3,5.917,3
1.6667,1.6667,2.3333,F,4.25,4,4,6,2.833
2,2.6667,2,M,2.75,5.667,4.417,5.333,3.417
2.6667,2,2,F,4.25,4,4,6,2.833
3,2.3333,2.3333,M,2.75,5.667,4.417,5.333,3.417
3.3333,3,2,F,4.25,4,4,6,2.833
2.3333,2,2,M,2.75,5.667,4.417,5.333,3.417
3,3,1.6667,F,4.25,4,4,6,2.833
3,3,1.6667,M,2.75,5.667,4.417,5.333,3.417
3.3333,3,2,F,4.25,4,4,6,2.833
2.6667,2,2,M,2.75,5.667,4.417,5.333,3.417
3.6667,1.6667,2,M,2.75,5.667,4.417,5.333,3.417
3.3333,2.6667,2,F,4.25,4,4,6,2.833
3,2,2,M,2.75,5.667,4.417,5.333,3.417
3.6667,2.3333,2,M,2.75,5.667,4.417,5.333,3.417
3.6667,3.6667,2,F,4.25,4,4,6,2.833
3.6667,3,1.6667,M,2.75,5.667,4.417,5.333,3.417
2.6667,2,2,F,4.25,4,4,6,2.833
3,2.3333,1.6667,M,2.75,5.667,4.417,5.333,3.417
3.3333,1.6667,1.3333,F,4.25,4,4,6,2.833
2.3333,1.6667,1.6667,M,2.75,5.667,4.417,5.333,3.417
3,2,2,M,2.75,5.667,4.417,5.333,3.417
4,3,1.3333,M,2.75,5.667,4.417,5.333,3.417
3.6667,3.3333,1.6667,F,4.25,4,4,6,2.833
3.6667,2.3333,1.6667,M,2.75,5.667,4.417,5.333,3.417
3,2.6667,2,F,4.25,4,4,6,2.833
3.6667,3.6667,1.6667,M,2.75,5.667,4.417,5.333,3.417
3,2.6667,2,M,2.75,5.667,4.417,5.333,3.417
3.3333,2.3333,2,F,4.25,4,4,6,2.833
3,2.6667,2.3333,M,2.75,5.667,4.417,5.333,3.417
2.6667,2,2.6667,F,4.25,4,4,6,2.833
3.6667,3,2,M,2.75,5.667,4.417,5.333,3.417
3,2.6667,1.6667,F,4.25,4,4,6,2.833
3.3333,2.3333,2,M,2.75,5.667,4.417,5.333,3.417
3.3333,2.3333,2,F,4.25,4,4,6,2.833
3,2.3333,2,M,2.75,5.667,4.417,5.333,3.417
3,2.6667,2.3333,F,4.25,4,4,6,2.833
2.6667,2.3333,2,M,2.75,5.667,4.417,5.333,3.417
2.6667,1.6667,1.3333,F,4.25,4,4,6,2.833
3,2.3333,2,M,2.75,5.667,4.417,5.333,3.417
3.6667,3,2,M,2.75,5.667,4.417,5.333,3.417
3.3333,2.3333,1,F,4.25,4,4,6,2.833
3.3333,2.6667,2.3333,M,2.75,5.667,4.417,5.333,3.417
3.6667,2,1,F,4.25,4,4,6,2.833
3.3333,3.3333,2.6667,M,2.75,5.667,4.417,5.333,3.417
3,2.6667,1.3333,F,4.25,4,4,6,2.833
3,3.6667,2.3333,M,2.75,5.667,4.417,5.333,3.417
3.3333,3,2.3333,M,2.75,5.667,4.417,5.333,3.417
3.6667,2,1,F,4.25,4,4,6,2.833
3,2,2,M,2.75,5.667,4.417,5.333,3.417
3,3,2,F,4.25,4,4,6,2.833
4,2.6667,2.3333,M,2.75,5.667,4.417,5.333,3.417
2.6667,2,2.6667,F,4.25,4,4,6,2.833
4,2.3333,3.6667,M,2.75,5.667,4.417,5.333,3.417
3.3333,3.3333,2.6667,M,2.75,5.667,4.417,5.333,3.417
3.3333,3.3333,3,M,2.75,5.667,4.417,5.333,3.417
3.3333,1.3333,1.6667,F,4.25,4,4,6,2.833
2.6667,2.3333,3.3333,M,2.75,5.667,4.417,5.333,3.417
3,1.3333,1.3333,F,4.25,4,4,6,2.833
3.3333,2,3.6667,M,6,6,5.083,2.833,5.833
2.6667,2,4,F,4.667,6.5,5.583,2,4.917
3.6667,3,4,M,6,6,5.083,2.833,5.833
3.3333,2.3333,4.3333,F,4.667,6.5,5.583,2,4.917
4,3,4.3333,M,6,6,5.083,2.833,5.833
3,2.6667,4.3333,F,4.667,6.5,5.583,2,4.917
3.6667,2.6667,4,M,6,6,5.083,2.833,5.833
3.3333,2.6667,4,F,4.667,6.5,5.583,2,4.917
3.6667,3.3333,4,M,6,6,5.083,2.833,5.833
3.3333,2.6667,4,F,4.667,6.5,5.583,2,4.917
4,3,4,M,6,6,5.083,2.833,5.833
3,2,4.3333,F,4.667,6.5,5.583,2,4.917
3.6667,3,4,M,6,6,5.083,2.833,5.833
4,3,4,M,6,6,5.083,2.833,5.833
2.3333,1.6667,3.6667,F,4.667,6.5,5.583,2,4.917
3.6667,3,4,M,6,6,5.083,2.833,5.833
3.6667,3,4,M,6,6,5.083,2.833,5.833
3.6667,3,4,M,6,6,5.083,2.833,5.833
3.6667,3,4.3333,M,6,6,5.083,2.833,5.833
3.6667,3,4.6667,F,4.667,6.5,5.583,2,4.917
4,3.3333,4.6667,M,6,6,5.083,2.833,5.833
3.6667,3,4.3333,F,4.667,6.5,5.583,2,4.917
3.6667,2.6667,4.3333,F,4.667,6.5,5.583,2,4.917
2.6667,2,4,F,4.667,6.5,5.583,2,4.917
3.3333,2.6667,4,M,6,6,5.083,2.833,5.833
3,2.6667,4,F,4.667,6.5,5.583,2,4.917
3.3333,2.6667,4,M,6,6,5.083,2.833,5.833
4,2,4.6667,F,4.667,6.5,5.583,2,4.917
3.3333,2.3333,4.3333,M,6,6,5.083,2.833,5.833
2.3333,2.3333,4,F,4.667,6.5,5.583,2,4.917
2.6667,2.6667,4,M,6,6,5.083,2.833,5.833
3.3333,2.6667,4,F,4.667,6.5,5.583,2,4.917
3,2.6667,4,M,6,6,5.083,2.833,5.833
3.3333,2.3333,4.3333,F,4.667,6.5,5.583,2,4.917
3.3333,2.6667,4,M,6,6,5.083,2.833,5.833
2.6667,2.3333,4,F,4.667,6.5,5.583,2,4.917
3,2.6667,3,M,6,6,5.083,2.833,5.833
2.3333,2.3333,4,F,4.667,6.5,5.583,2,4.917
3.3333,2.6667,3.6667,M,6,6,5.083,2.833,5.833
3.3333,3,4,F,4.667,6.5,5.583,2,4.917
2.6667,2.3333,4,M,6,6,5.083,2.833,5.833
3,2.3333,4,F,4.667,6.5,5.583,2,4.917
3.3333,3,4.3333,M,6,6,5.083,2.833,5.833
2.3333,2.3333,4.3333,F,4.667,6.5,5.583,2,4.917
3,3,4.3333,M,6,6,5.083,2.833,5.833
3,2.6667,3.6667,F,4.667,6.5,5.583,2,4.917
3.3333,3,3.6667,M,6,6,5.083,2.833,5.833
3,2.6667,4,F,4.667,6.5,5.583,2,4.917
3.3333,2.6667,4,M,6,6,5.083,2.833,5.833
3,3,3.6667,M,6,6,5.083,2.833,5.833
3.3333,2.6667,4,F,4.667,6.5,5.583,2,4.917
3.3333,3,4,M,6,6,5.083,2.833,5.833
3,2.3333,4,F,4.667,6.5,5.583,2,4.917
3.3333,3,4,F,4.667,6.5,5.583,2,4.917
4,3,4,M,6,6,5.083,2.833,5.833
3.3333,2.3333,3,F,4.667,6.5,5.583,2,4.917
3.6667,2.6667,3.6667,M,6,6,5.083,2.833,5.833
2.6667,2.6667,3.3333,F,4.667,6.5,5.583,2,4.917
3.6667,2.6667,3.6667,M,6,6,5.083,2.833,5.833
3.3333,2.3333,3.3333,F,4.667,6.5,5.583,2,4.917
2,2,3.6667,F,4.667,6.5,5.583,2,4.917
3.6667,2.6667,4,M,6,6,5.083,2.833,5.833
2.3333,2,4.3333,F,4.667,6.5,5.583,2,4.917
3.6667,3,4.3333,M,6,6,5.083,2.833,5.833
2.6667,2.6667,4.3333,F,4.667,6.5,5.583,2,4.917
3.3333,3,4.6667,M,6,6,5.083,2.833,5.833
3.5,4,1.5,M,4.583,2.833,2.917,6.333,3.333
2,2.5,2.5,F,3.5,4.333,5.333,2.667,4.25
4,4.5,1.5,M,4.583,2.833,2.917,6.333,3.333
3,3.5,1.5,F,3.5,4.333,5.333,2.667,4.25
3.5,4.5,1.5,M,4.583,2.833,2.917,6.333,3.333
3,2.5,2.5,F,3.5,4.333,5.333,2.667,4.25
3,4.5,2,M,4.583,2.833,2.917,6.333,3.333
2.5,3,2.5,F,3.5,4.333,5.333,2.667,4.25
3,4,2,M,4.583,2.833,2.917,6.333,3.333
4,4,2,M,4.583,2.833,2.917,6.333,3.333
2,2.5,2.5,F,3.5,4.333,5.333,2.667,4.25
4,4.5,1.5,M,4.583,2.833,2.917,6.333,3.333
3.5,4,2,M,4.583,2.833,2.917,6.333,3.333
2.5,4,2.5,F,3.5,4.333,5.333,2.667,4.25
3.5,4,2,M,4.583,2.833,2.917,6.333,3.333
2.5,3.5,2.5,F,3.5,4.333,5.333,2.667,4.25
2.5,3,2.5,M,4.583,2.833,2.917,6.333,3.333
2.5,3.5,3,M,4.583,2.833,2.917,6.333,3.333
4,4,2,M,4.583,2.833,2.917,6.333,3.333
2,2.5,2.5,F,3.5,4.333,5.333,2.667,4.25
4,4,2,M,4.583,2.833,2.917,6.333,3.333
3.5,4.5,2,M,4.583,2.833,2.917,6.333,3.333
3.5,4,2,F,3.5,4.333,5.333,2.667,4.25
4,4.5,2,M,4.583,2.833,2.917,6.333,3.333
4,3.5,2,M,4.583,2.833,2.917,6.333,3.333
3,3.5,3,F,3.5,4.333,5.333,2.667,4.25
2.5,3,2.5,F,3.5,4.333,5.333,2.667,4.25
4,4,2.5,M,4.583,2.833,2.917,6.333,3.333
2.5,3.5,2.5,F,3.5,4.333,5.333,2.667,4.25
4.5,4.5,2,M,4.583,2.833,2.917,6.333,3.333
3,3,2.5,F,3.5,4.333,5.333,2.667,4.25
4,4,2,M,4.583,2.833,2.917,6.333,3.333
2,3,2.5,F,3.5,4.333,5.333,2.667,4.25
2,3.5,2.5,F,3.5,4.333,5.333,2.667,4.25
3.5,3.5,2,M,4.583,2.833,2.917,6.333,3.333
3.5,3,2,F,3.5,4.333,5.333,2.667,4.25
3.5,4,2,M,4.583,2.833,2.917,6.333,3.333
2.5,3.5,3,F,3.5,4.333,5.333,2.667,4.25
4,4,2,M,4.583,2.833,2.917,6.333,3.333
3.5,3,3,F,3.5,4.333,5.333,2.667,4.25
3.5,4,2,M,4.583,2.833,2.917,6.333,3.333
2.5,3,2.5,F,3.5,4.333,5.333,2.667,4.25
4,5,2,M,4.583,2.833,2.917,6.333,3.333
2.5,3.5,2.5,F,3.5,4.333,5.333,2.667,4.25
2,3,2.5,F,3.5,4.333,5.333,2.667,4.25
4,4.5,2,M,4.583,2.833,2.917,6.333,3.333
3,2.5,2.5,F,3.5,4.333,5.333,2.667,4.25
2.5,3.5,3,F,3.5,4.333,5.333,2.667,4.25
3,3.5,2,M,4.583,2.833,2.917,6.333,3.333
3,3,4,F,3.5,4.333,5.333,2.667,4.25
2.5,3.5,4,F,3.5,4.333,5.333,2.667,4.25
3.5,4,2,M,4.583,2.833,2.917,6.333,3.333
3.5,3.5,4.5,F,3.5,4.333,5.333,2.667,4.25
2.5,3.5,2,M,4.583,2.833,2.917,6.333,3.333
3,3.5,2.5,F,3.5,4.333,5.333,2.667,4.25
4,4,2,M,4.583,2.833,2.917,6.333,3.333
3.5,3,2.5,F,3.5,4.333,5.333,2.667,4.25
3,3,3,M,4.583,2.833,2.917,6.333,3.333
3,3,4,F,3.5,4.333,5.333,2.667,4.25
3,3.5,2.5,M,4.583,2.833,2.917,6.333,3.333
2.5,3.5,4,F,3.5,4.333,5.333,2.667,4.25
4,4.5,2,M,4.583,2.833,2.917,6.333,3.333
